dag_id,task_id,task_type,dag_submit_ms,task_ready_ms,scheduled_ms,start_ms,finish_ms,tier,datacenter_id,vm_id,duration_ms,length_mi,proj_edge_sec,proj_cloud_sec,input_bytes,output_bytes,gpu_mem_mb,gpu_util,queue_wait_ms,net_propagation_ms,net_tx_ms,net_total_ms
dag_0647d3fecb314377,unet_denoise_024083a1,unet_denoise,9362036,9494486.41,9494486.41,9494487.83,9515767.24,1,6,0,630.92,1892,1.892,0.631,2595695435,259569543,4950.90,0.40,0.00,-1,-1,0.00
dag_16e44c8ad052426f,unet_denoise_39152b4a,unet_denoise,9074682,9500338.17,9500338.17,9500339.63,9516138.53,1,6,0,463.87,1391,1.391,0.464,2512357654,251235765,4791.94,0.65,0.00,-1,-1,0.00
dag_9065a1aea77349b8,unet_denoise_569fb90a,unet_denoise,9229224,9491615.72,9491615.72,9491617.15,9517071.78,1,6,0,755.72,2267,2.267,0.756,4367425500,436742550,8330.20,0.71,0.00,-1,-1,0.00
dag_0647d3fecb314377,sampler_b5ddbdae,sampler,9362036,9515767.24,9515767.24,9515768.69,9517115.81,1,6,0,39.11,117,0.117,0.039,373385974,37338597,712.18,0.78,0.00,-1,-1,0.00
dag_16e44c8ad052426f,sampler_f9fc2aeb,sampler,9074682,9516138.53,9516138.53,9516139.99,9517180.85,1,6,0,30.04,90,0.090,0.030,541134475,54113447,1032.13,0.50,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_3689dcc3,unet_denoise,9352428,9507914.68,9507914.68,9507916.10,9518443.81,1,6,0,306.37,919,0.919,0.306,2447357280,244735728,4667.96,0.60,0.00,-1,-1,0.00
dag_9065a1aea77349b8,sampler_9cc02b9c,sampler,9229224,9517071.78,9517071.78,9517073.23,9518749.84,1,6,0,50.45,151,0.151,0.050,463593018,46359301,884.23,0.45,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_0979a49d,sampler,9352428,9518443.81,9518443.81,9518445.24,9519140.35,1,6,0,21.03,63,0.063,0.021,674215730,67421573,1285.96,0.86,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,unet_denoise_954b7ec1,unet_denoise,9343506,9492991.11,9492991.11,9492992.55,9520228.75,1,6,0,808.14,2424,2.424,0.808,3166599659,316659965,6039.81,0.45,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_b0085217,unet_denoise,9115964,9501506.17,9501506.17,9501507.61,9520347.75,1,6,0,553.00,1658,1.658,0.553,2868619249,286861924,5471.46,0.49,0.00,-1,-1,0.00
dag_06835b3728f3495f,unet_denoise_ff64c3b5,unet_denoise,9245163,9505178.05,9505178.05,9505179.49,9521406.76,1,6,0,473.35,1420,1.420,0.473,3655786721,365578672,6972.86,0.86,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_037120f1,sampler,9115964,9520347.75,9520347.75,9520349.18,9521705.13,1,6,0,39.08,117,0.117,0.039,433186738,43318673,826.24,0.78,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,unet_denoise_2ec2660d,unet_denoise,9069951,9501443.18,9501443.18,9501444.62,9521879.13,1,6,0,599.32,1797,1.797,0.599,2429452517,242945251,4633.81,0.73,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,sampler_cc0ac684,sampler,9343506,9520228.75,9520228.75,9520230.20,9522070.35,1,6,0,53.03,159,0.159,0.053,648650624,64865062,1237.20,0.56,0.00,-1,-1,0.00
dag_06835b3728f3495f,sampler_42c5a7f5,sampler,9245163,9521406.76,9521406.76,9521408.18,9522524.40,1,6,0,32.64,97,0.097,0.032,599356745,59935674,1143.18,0.59,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,sampler_53292728,sampler,9069951,9521879.13,9521879.13,9521880.58,9523010.33,1,6,0,33.10,99,0.099,0.033,655982429,65598242,1251.19,0.88,0.00,-1,-1,0.00
dag_6a18451403c94f95,unet_denoise_2e0c8d55,unet_denoise,9144115,9499727.61,9499727.61,9499729.03,9523467.69,1,6,0,697.84,2093,2.093,0.698,2469469074,246946907,4710.14,0.66,0.00,-1,-1,0.00
dag_3d0dcf8db3684344,unet_denoise_1df63bd6,unet_denoise,8972761,9499873.61,9499873.61,9499875.06,9524680.24,1,6,0,728.47,2185,2.185,0.728,5090272365,509027236,9708.92,0.53,0.00,-1,-1,0.00
dag_6a18451403c94f95,sampler_08895454,sampler,9144115,9523467.69,9523467.69,9523469.14,9525185.22,1,6,0,50.17,150,0.150,0.050,273200837,27320083,521.09,0.90,0.00,-1,-1,0.00
dag_62ae270905584833,unet_denoise_682403db,unet_denoise,9433683,9482606.60,9482606.60,9482608.05,9525310.22,1,6,0,1278.34,3835,3.835,1.278,2194349707,219434970,4185.39,0.80,0.00,-1,-1,0.00
dag_3d0dcf8db3684344,sampler_3254a03f,sampler,8972761,9524680.24,9524680.24,9524681.67,9526298.71,1,6,0,48.44,145,0.145,0.048,552684044,55268404,1054.16,0.57,0.00,-1,-1,0.00
dag_db22da7e09e44b97,unet_denoise_800012f9,unet_denoise,9324228,9512473.42,9512473.42,9512474.84,9528047.26,1,6,0,458.89,1376,1.376,0.459,2816167055,281616705,5371.41,0.91,0.00,-1,-1,0.00
dag_b6c318d079b8447a,unet_denoise_6e7efeee,unet_denoise,9431858,9511019.80,9511019.80,9511021.23,9528080.33,1,6,0,502.20,1506,1.506,0.502,2223867560,222386756,4241.69,0.81,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_f7364cb2,unet_denoise,9352428,9519140.35,9519140.35,9519141.77,9528280.32,1,6,0,270.18,810,0.810,0.270,2874935965,287493596,5483.51,0.63,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_11bea9e4,sampler,9352428,9528280.32,9528280.32,9528281.76,9528887.88,1,6,0,19.46,58,0.058,0.019,498508950,49850895,950.83,0.56,0.00,-1,-1,0.00
dag_db22da7e09e44b97,sampler_e1558e8c,sampler,9324228,9528047.26,9528047.26,9528048.70,9529182.85,1,6,0,36.00,108,0.108,0.036,782542311,78254231,1492.58,0.93,0.00,-1,-1,0.00
dag_b6c318d079b8447a,sampler_c405aaaf,sampler,9431858,9528080.33,9528080.33,9528081.78,9529222.85,1,6,0,36.44,109,0.109,0.036,605062696,60506269,1154.07,0.80,0.00,-1,-1,0.00
dag_16e44c8ad052426f,unet_denoise_33162a50,unet_denoise,9074682,9517180.85,9517180.85,9517182.27,9532107.53,1,6,0,451.13,1353,1.353,0.451,2144762824,214476282,4090.81,0.60,0.00,-1,-1,0.00
dag_16e44c8ad052426f,sampler_c101020f,sampler,9074682,9532107.53,9532107.53,9532108.99,9533047.43,1,6,0,29.97,89,0.089,0.030,593716592,59371659,1132.42,0.81,0.00,-1,-1,0.00
dag_0647d3fecb314377,unet_denoise_a285d265,unet_denoise,9362036,9517115.81,9517115.81,9517117.26,9534689.55,1,6,0,534.60,1603,1.603,0.534,3184170115,318417011,6073.32,0.42,0.00,-1,-1,0.00
dag_0647d3fecb314377,sampler_c9696192,sampler,9362036,9534689.55,9534689.55,9534691.00,9535772.42,1,6,0,32.76,98,0.098,0.033,483565954,48356595,922.33,0.71,0.00,-1,-1,0.00
dag_3c219e35f346467a,unet_denoise_4177ed6c,unet_denoise,8896658,9514499.00,9514499.00,9514500.45,9536730.41,1,6,0,672.65,2017,2.017,0.672,2997441878,299744187,5717.17,0.49,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_dd9d68a4,unet_denoise,9115964,9521705.13,9521705.13,9521706.58,9536751.41,1,6,0,461.55,1384,1.384,0.461,2350200367,235020036,4482.65,0.56,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_41214fab,unet_denoise,9352428,9528887.88,9528887.88,9528889.31,9537266.39,1,6,0,261.97,785,0.785,0.262,2756207139,275620713,5257.05,0.80,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_bf39b99d,sampler,9115964,9536751.41,9536751.41,9536752.84,9537721.48,1,6,0,29.60,88,0.088,0.029,886184621,88618462,1690.26,0.80,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_9391f8cc,sampler,9352428,9537266.39,9537266.39,9537267.85,9537742.51,1,6,0,14.37,43,0.043,0.014,740021701,74002170,1411.48,0.64,0.00,-1,-1,0.00
dag_785092ab835a4b47,vae_encode_7e2361f5,vae_encode,9519346,9519346.00,9519346.00,9519347.44,9538003.98,1,6,0,567.55,1702,1.702,0.567,1594219283,159421928,3040.73,0.71,0.00,-1,-1,0.00
dag_3c219e35f346467a,sampler_54afd4c6,sampler,8896658,9536730.41,9536730.41,9536731.86,9538004.01,1,6,0,38.90,116,0.116,0.039,600816508,60081650,1145.97,0.79,0.00,-1,-1,0.00
dag_06835b3728f3495f,unet_denoise_eead9838,unet_denoise,9245163,9522524.40,9522524.40,9522525.83,9539846.56,1,6,0,532.52,1597,1.597,0.532,3164726583,316472658,6036.24,0.80,0.00,-1,-1,0.00
dag_9065a1aea77349b8,unet_denoise_601162df,unet_denoise,9229224,9518749.84,9518749.84,9518751.29,9540109.62,1,6,0,651.34,1954,1.954,0.651,2288929277,228892927,4365.79,0.76,0.00,-1,-1,0.00
dag_06835b3728f3495f,sampler_fd551673,sampler,9245163,9539846.56,9539846.56,9539847.98,9540871.09,1,6,0,32.38,97,0.097,0.032,633470581,63347058,1208.25,0.63,0.00,-1,-1,0.00
dag_9065a1aea77349b8,sampler_59590abf,sampler,9229224,9540109.62,9540109.62,9540111.08,9541773.14,1,6,0,52.71,158,0.158,0.053,699130292,69913029,1333.49,0.62,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,unet_denoise_5c58b40c,unet_denoise,9069951,9523010.33,9523010.33,9523011.77,9542204.12,1,6,0,593.61,1780,1.780,0.593,2589086485,258908648,4938.29,0.56,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,sampler_6b753fbd,sampler,9069951,9542204.12,9542204.12,9542205.57,9543319.73,1,6,0,35.32,105,0.105,0.035,403583980,40358398,769.78,0.80,0.00,-1,-1,0.00
dag_16e44c8ad052426f,unet_denoise_f5fbf2e8,unet_denoise,9074682,9533047.43,9533047.43,9533048.89,9544421.55,1,6,0,354.54,1063,1.063,0.354,2193941807,219394180,4184.61,0.78,0.00,-1,-1,0.00
dag_db22da7e09e44b97,unet_denoise_6c1f9e71,unet_denoise,9324228,9529182.85,9529182.85,9529184.28,9545007.91,1,6,0,495.18,1485,1.485,0.495,2917043563,291704356,5563.82,0.85,0.00,-1,-1,0.00
dag_16e44c8ad052426f,sampler_c0c252e8,sampler,9074682,9544421.55,9544421.55,9544422.97,9545370.09,1,6,0,29.10,87,0.087,0.029,539419596,53941959,1028.86,0.67,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_fb888188,unet_denoise,9352428,9537742.51,9537742.51,9537743.96,9546246.19,1,6,0,266.20,798,0.798,0.266,4263653869,426365386,8132.27,0.94,0.00,-1,-1,0.00
dag_db22da7e09e44b97,sampler_c4d40810,sampler,9324228,9545007.91,9545007.91,9545009.35,9546319.66,1,6,0,39.77,119,0.119,0.040,434590447,43459044,828.92,0.41,0.00,-1,-1,0.00
dag_6a18451403c94f95,unet_denoise_aba97069,unet_denoise,9144115,9525185.22,9525185.22,9525186.68,9546698.51,1,6,0,670.13,2010,2.010,0.670,3552825836,355282583,6776.48,0.80,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_6ac0def4,sampler,9352428,9546246.19,9546246.19,9546247.64,9546941.30,1,6,0,20.76,62,0.062,0.021,251122685,25112268,478.98,0.76,0.00,-1,-1,0.00
dag_b6c318d079b8447a,unet_denoise_26654d77,unet_denoise,9431858,9529222.85,9529222.85,9529224.28,9547205.39,1,6,0,560.87,1682,1.682,0.561,4091823198,409182319,7804.53,0.59,0.00,-1,-1,0.00
dag_6a18451403c94f95,sampler_04698f3b,sampler,9144115,9546698.51,9546698.51,9546699.94,9547902.31,1,6,0,36.44,109,0.109,0.036,426985226,42698522,814.41,0.90,0.00,-1,-1,0.00
dag_b6c318d079b8447a,sampler_80ea11c6,sampler,9431858,9547205.39,9547205.39,9547206.83,9548502.31,1,6,0,39.01,117,0.117,0.039,575234231,57523423,1097.17,0.66,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,unet_denoise_1e2e7c59,unet_denoise,9343506,9522070.35,9522070.35,9522071.78,9548763.80,1,6,0,823.15,2469,2.469,0.823,2802841836,280284183,5346.00,0.77,0.00,-1,-1,0.00
dag_0647d3fecb314377,unet_denoise_a129887d,unet_denoise,9362036,9535772.42,9535772.42,9535773.86,9550142.31,1,6,0,444.16,1332,1.332,0.444,3601820881,360182088,6869.93,0.74,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,sampler_d2dbf6f6,sampler,9343506,9548763.80,9548763.80,9548765.23,9550492.48,1,6,0,52.66,157,0.157,0.052,329063811,32906381,627.64,0.47,0.00,-1,-1,0.00
dag_0647d3fecb314377,sampler_ed0ad5c9,sampler,9362036,9550142.31,9550142.31,9550143.76,9551313.51,1,6,0,35.77,107,0.107,0.036,369192814,36919281,704.18,0.56,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_5f0f415b,unet_denoise,9115964,9537721.48,9537721.48,9537722.93,9552796.01,1,6,0,466.54,1399,1.399,0.466,2672475912,267247591,5097.34,0.46,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_2a2c37fa,sampler,9115964,9552796.01,9552796.01,9552797.45,9553743.57,1,6,0,30.38,91,0.091,0.030,460132525,46013252,877.63,0.63,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_2a30a19f,unet_denoise,9352428,9546941.30,9546941.30,9546942.76,9554981.02,1,6,0,247.37,742,0.742,0.247,3279338994,327933899,6254.84,0.60,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_fa4dec18,sampler,9352428,9554981.02,9554981.02,9554982.46,9555483.89,1,6,0,15.90,47,0.047,0.016,631257434,63125743,1204.03,0.81,0.00,-1,-1,0.00
dag_e560febb65f04de2,vae_encode_5454ec35,vae_encode,9544776,9544776.00,9544776.00,9544777.46,9557599.69,1,6,0,397.96,1193,1.193,0.398,1088544806,108854480,2076.23,0.69,0.00,-1,-1,0.00
dag_3c219e35f346467a,unet_denoise_3b76f4ce,unet_denoise,8896658,9538004.01,9538004.01,9538005.43,9558540.06,1,6,0,642.85,1928,1.928,0.643,2297126873,229712687,4381.42,0.49,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,unet_denoise_a30d3b76,unet_denoise,9069951,9543319.73,9543319.73,9543321.19,9559451.35,1,6,0,505.77,1517,1.517,0.506,2693639742,269363974,5137.71,0.43,0.00,-1,-1,0.00
dag_3c219e35f346467a,sampler_4ea6ec77,sampler,8896658,9558540.06,9558540.06,9558541.49,9559940.93,1,6,0,46.52,139,0.139,0.046,491679968,49167996,937.81,0.75,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,sampler_2900e911,sampler,9069951,9559451.35,9559451.35,9559452.81,9560659.03,1,6,0,40.18,120,0.120,0.040,395571198,39557119,754.49,0.43,0.00,-1,-1,0.00
dag_b6c318d079b8447a,unet_denoise_6266ac25,unet_denoise,9431858,9548502.31,9548502.31,9548503.77,9562939.13,1,6,0,462.45,1387,1.387,0.462,4453411451,445341145,8494.21,0.51,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_a9d1aaa3,unet_denoise,9352428,9555483.89,9555483.89,9555485.32,9563520.09,1,6,0,265.76,797,0.797,0.266,3265864843,326586484,6229.14,0.43,0.00,-1,-1,0.00
dag_db22da7e09e44b97,unet_denoise_0b1c0d35,unet_denoise,9324228,9546319.66,9546319.66,9546321.11,9563701.11,1,6,0,554.54,1663,1.663,0.554,2511357235,251135723,4790.03,0.77,0.00,-1,-1,0.00
dag_785092ab835a4b47,unet_denoise_d3d98ce8,unet_denoise,9519346,9538003.98,9538003.98,9538005.43,9563862.41,1,6,0,820.44,2461,2.461,0.820,2432136016,243213601,4638.93,0.56,0.00,-1,-1,0.00
dag_b6c318d079b8447a,sampler_4cc5fbf9,sampler,9431858,9562939.13,9562939.13,9562940.57,9563972.22,1,6,0,34.58,103,0.103,0.034,441366840,44136684,841.84,0.58,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_3438cd58,sampler,9352428,9563520.09,9563520.09,9563521.52,9564058.20,1,6,0,17.68,53,0.053,0.018,389449955,38944995,742.82,0.84,0.00,-1,-1,0.00
dag_db22da7e09e44b97,sampler_a1346be8,sampler,9324228,9563701.11,9563701.11,9563702.53,9564680.75,1,6,0,32.91,98,0.098,0.033,388024721,38802472,740.10,0.50,0.00,-1,-1,0.00
dag_785092ab835a4b47,sampler_f290aac5,sampler,9519346,9563862.41,9563862.41,9563863.87,9565741.37,1,6,0,62.81,188,0.188,0.063,551456217,55145621,1051.82,0.85,0.00,-1,-1,0.00
dag_9065a1aea77349b8,unet_denoise_2e104793,unet_denoise,9229224,9541773.14,9541773.14,9541774.58,9567085.93,1,6,0,807.97,2423,2.423,0.808,2407302883,240730288,4591.57,0.68,0.00,-1,-1,0.00
dag_9065a1aea77349b8,sampler_675d1a1c,sampler,9229224,9567085.93,9567085.93,9567087.39,9568750.24,1,6,0,52.73,158,0.158,0.053,586016557,58601655,1117.74,0.94,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_5b1e29e1,unet_denoise,9115964,9553743.57,9553743.57,9553745.03,9569812.46,1,6,0,525.27,1575,1.575,0.525,2713789449,271378944,5176.14,0.91,0.00,-1,-1,0.00
dag_0647d3fecb314377,unet_denoise_813c1143,unet_denoise,9362036,9551313.51,9551313.51,9551314.97,9570903.19,1,6,0,635.48,1906,1.906,0.635,3325389921,332538992,6342.68,0.48,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_bcef670a,sampler,9115964,9569812.46,9569812.46,9569813.88,9570943.15,1,6,0,35.98,107,0.107,0.036,505576406,50557640,964.31,0.56,0.00,-1,-1,0.00
dag_0647d3fecb314377,sampler_6a2d3466,sampler,9362036,9570903.19,9570903.19,9570904.63,9571833.17,1,6,0,30.49,91,0.091,0.030,512187098,51218709,976.92,0.73,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_900c1012,unet_denoise,9352428,9564058.20,9564058.20,9564059.64,9572111.27,1,6,0,260.17,780,0.780,0.260,4110215036,411021503,7839.61,0.91,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_040a9215,sampler,9352428,9572111.27,9572111.27,9572112.71,9572687.38,1,6,0,19.13,57,0.057,0.019,346048419,34604841,660.03,0.43,0.00,-1,-1,0.00
dag_e560febb65f04de2,unet_denoise_4f86fc10,unet_denoise,9544776,9557599.69,9557599.69,9557601.13,9574462.47,1,6,0,554.19,1662,1.662,0.554,3585972256,358597225,6839.70,0.43,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,unet_denoise_6f59a5ea,unet_denoise,9343506,9550492.48,9550492.48,9550493.91,9574928.95,1,6,0,794.30,2382,2.382,0.794,3693730421,369373042,7045.23,0.85,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,unet_denoise_45f48122,unet_denoise,9069951,9560659.03,9560659.03,9560660.46,9574970.50,1,6,0,469.07,1407,1.407,0.469,3019081324,301908132,5758.44,0.86,0.00,-1,-1,0.00
dag_e560febb65f04de2,sampler_7ce34a04,sampler,9544776,9574462.47,9574462.47,9574463.90,9575751.49,1,6,0,42.89,128,0.128,0.043,231285479,23128547,441.14,0.87,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,sampler_9ebbf46e,sampler,9069951,9574970.50,9574970.50,9574971.95,9575983.56,1,6,0,33.88,101,0.101,0.034,418770723,41877072,798.74,0.47,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,sampler_617b36d9,sampler,9343506,9574928.95,9574928.95,9574930.37,9576489.03,1,6,0,51.85,155,0.155,0.052,349171431,34917143,665.99,0.49,0.00,-1,-1,0.00
dag_16e44c8ad052426f,vae_decode_fba393bb,vae_decode,9074682,9545370.09,9545370.09,9545371.53,9577417.54,1,6,0,1032.36,3097,3.097,1.032,1725171686,172517168,3290.50,0.61,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_268d5206,unet_denoise,9352428,9572687.38,9572687.38,9572688.84,9579488.19,1,6,0,230.61,691,0.691,0.230,3968885688,396888568,7570.05,0.74,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_7b3d0e6b,sampler,9352428,9579488.19,9579488.19,9579489.62,9580113.97,1,6,0,21.71,65,0.065,0.022,430466026,43046602,821.05,0.66,0.00,-1,-1,0.00
dag_db22da7e09e44b97,unet_denoise_f23cfcbc,unet_denoise,9324228,9564680.75,9564680.75,9564682.21,9580279.37,1,6,0,516.70,1550,1.550,0.517,2935439305,293543930,5598.91,0.92,0.00,-1,-1,0.00
dag_db22da7e09e44b97,sampler_fcb04f7c,sampler,9324228,9580279.37,9580279.37,9580280.80,9581194.92,1,6,0,31.74,95,0.095,0.032,554305087,55430508,1057.25,0.94,0.00,-1,-1,0.00
dag_b6c318d079b8447a,unet_denoise_d1a7ce58,unet_denoise,9431858,9563972.22,9563972.22,9563973.65,9582174.00,1,6,0,607.14,1821,1.821,0.607,2526631354,252663135,4819.17,0.91,0.00,-1,-1,0.00
dag_b6c318d079b8447a,sampler_674e7079,sampler,9431858,9582174.00,9582174.00,9582175.44,9583298.57,1,6,0,39.03,117,0.117,0.039,287445002,28744500,548.26,0.41,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_036211b6,unet_denoise,9115964,9570943.15,9570943.15,9570944.58,9584908.49,1,6,0,478.65,1435,1.435,0.478,4536575288,453657528,8652.83,0.75,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_f2881257,sampler,9115964,9584908.49,9584908.49,9584909.94,9585909.09,1,6,0,35.01,105,0.105,0.035,369978982,36997898,705.68,0.65,0.00,-1,-1,0.00
dag_0647d3fecb314377,unet_denoise_f6e03c45,unet_denoise,9362036,9571833.17,9571833.17,9571834.62,9586442.73,1,6,0,502.46,1507,1.507,0.502,2677061156,267706115,5106.09,0.52,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_0909921d,unet_denoise,9352428,9580113.97,9580113.97,9580115.41,9586816.06,1,6,0,234.10,702,0.702,0.234,2589899061,258989906,4939.84,0.73,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_56643dd9,sampler,9352428,9586816.06,9586816.06,9586817.49,9587306.25,1,6,0,16.45,49,0.049,0.016,518013054,51801305,988.03,0.75,0.00,-1,-1,0.00
dag_0647d3fecb314377,sampler_6e1d8e82,sampler,9362036,9586442.73,9586442.73,9586444.17,9587435.81,1,6,0,32.98,98,0.098,0.033,308248097,30824809,587.94,0.90,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,unet_denoise_528cf351,unet_denoise,9069951,9575983.56,9575983.56,9575985.00,9589410.90,1,6,0,463.08,1389,1.389,0.463,2655819363,265581936,5065.57,0.76,0.00,-1,-1,0.00
dag_81eb4a07019c40bf,sampler_183668e0,sampler,9069951,9589410.90,9589410.90,9589412.35,9590276.65,1,6,0,28.78,86,0.086,0.029,871522309,87152230,1662.30,0.57,0.00,-1,-1,0.00
dag_9065a1aea77349b8,unet_denoise_01803364,unet_denoise,9229224,9568750.24,9568750.24,9568751.67,9591020.39,1,6,0,754.21,2262,2.262,0.754,2517390511,251739051,4801.54,0.95,0.00,-1,-1,0.00
dag_785092ab835a4b47,unet_denoise_fc744ed0,unet_denoise,9519346,9565741.37,9565741.37,9565742.80,9591105.89,1,6,0,853.31,2559,2.559,0.853,2724746042,272474604,5197.04,0.45,0.00,-1,-1,0.00
dag_9065a1aea77349b8,sampler_d8c742cc,sampler,9229224,9591020.39,9591020.39,9591021.84,9592424.45,1,6,0,47.15,141,0.141,0.047,567357381,56735738,1082.15,0.81,0.00,-1,-1,0.00
dag_3c219e35f346467a,vae_decode_55292e96,vae_decode,8896658,9559940.93,9559940.93,9559942.37,9592774.30,1,6,0,1102.08,3306,3.306,1.102,825700289,82570028,1574.90,0.55,0.00,-1,-1,0.00
dag_785092ab835a4b47,sampler_b1bcaadc,sampler,9519346,9591105.89,9591105.89,9591107.34,9592869.33,1,6,0,58.88,176,0.176,0.059,775818147,77581814,1479.76,0.41,0.00,-1,-1,0.00
dag_db22da7e09e44b97,unet_denoise_a702a1a7,unet_denoise,9324228,9581194.92,9581194.92,9581196.37,9594321.32,1,6,0,449.39,1348,1.348,0.449,2617793791,261779379,4993.05,0.55,0.00,-1,-1,0.00
dag_db22da7e09e44b97,sampler_3e822d5a,sampler,9324228,9594321.32,9594321.32,9594322.77,9595321.92,1,6,0,35.24,105,0.105,0.035,572000029,57200002,1091.00,0.76,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_b7e398a7,unet_denoise,9352428,9587306.25,9587306.25,9587307.70,9595737.42,1,6,0,286.59,859,0.859,0.286,4751532634,475153263,9062.83,0.41,0.00,-1,-1,0.00
dag_e560febb65f04de2,unet_denoise_74ffca7e,unet_denoise,9544776,9575751.49,9575751.49,9575752.92,9596317.82,1,6,0,707.54,2122,2.122,0.707,2351635375,235163537,4485.39,0.85,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_2d364ef3,sampler,9352428,9595737.42,9595737.42,9595738.87,9596317.86,1,6,0,20.40,61,0.061,0.020,426723952,42672395,813.91,0.46,0.00,-1,-1,0.00
dag_e560febb65f04de2,sampler_4f5c71ff,sampler,9544776,9596317.82,9596317.82,9596319.26,9597439.91,1,6,0,39.57,118,0.118,0.039,610296918,61029691,1164.05,0.92,0.00,-1,-1,0.00
dag_b6c318d079b8447a,unet_denoise_25bcaa43,unet_denoise,9431858,9583298.57,9583298.57,9583300.02,9599116.52,1,6,0,543.06,1629,1.629,0.543,2537380937,253738093,4839.67,0.90,0.00,-1,-1,0.00
dag_b6c318d079b8447a,sampler_0c0d78e6,sampler,9431858,9599116.52,9599116.52,9599117.98,9599999.64,1,6,0,29.12,87,0.087,0.029,415840601,41584060,793.15,0.84,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,unet_denoise_1bc666a4,unet_denoise,9115964,9585909.09,9585909.09,9585910.51,9600438.63,1,6,0,495.71,1487,1.487,0.496,1822542708,182254270,3476.22,0.84,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,unet_denoise_818e152b,unet_denoise,9343506,9576489.03,9576489.03,9576490.46,9601238.63,1,6,0,851.59,2554,2.554,0.851,2232069729,223206972,4257.34,0.69,0.00,-1,-1,0.00
dag_3ecceb84adf94a10,sampler_a14d8d42,sampler,9115964,9600438.63,9600438.63,9600440.06,9601421.68,1,6,0,32.35,97,0.097,0.032,452241009,45224100,862.58,0.89,0.00,-1,-1,0.00
dag_b3de1cdb700840dd,sampler_cf4b174c,sampler,9343506,9601238.63,9601238.63,9601240.06,9602982.09,1,6,0,58.05,174,0.174,0.058,513325172,51332517,979.09,0.79,0.00,-1,-1,0.00
dag_604a569a12644c28,unet_denoise_52544f64,unet_denoise,9352428,9596317.86,9596317.86,9596319.29,9603376.17,1,6,0,239.81,719,0.719,0.240,2602598348,260259834,4964.06,0.91,0.00,-1,-1,0.00
dag_604a569a12644c28,sampler_d416d531,sampler,9352428,9603376.17,9603376.17,9603377.59,9603919.20,1,6,0,17.98,53,0.053,0.018,432059625,43205962,824.09,0.72,0.00,-1,-1,0.00
dag_61d4b491678a46cc,vae_encode_c83d6783,vae_encode,9586125,9586125.00,9586125.00,9586126.42,9604281.15,1,6,0,616.12,1848,1.848,0.616,1124987630,112498763,2145.74,0.46,0.00,-1,-1,0.00
