dag_id,task_id,task_type,dag_submit_ms,task_ready_ms,scheduled_ms,start_ms,finish_ms,tier,datacenter_id,vm_id,duration_ms,length_mi,proj_edge_sec,proj_cloud_sec,input_bytes,output_bytes,gpu_mem_mb,gpu_util,queue_wait_ms,net_propagation_ms,net_tx_ms,net_total_ms
dag_1b22df3509344741,sampler_1ed693f0,sampler,3333225,3370332.35,3370332.35,3370333.80,3370967.40,1,6,0,22.53,67,0.067,0.022,705006099,70500609,1344.69,0.48,0.00,-1,-1,0.00
dag_2ec756b8cf794498,sampler_bdc886c0,sampler,3022340,3370854.85,3370854.85,3370856.30,3372831.37,1,6,0,69.51,208,0.208,0.069,618446926,61844692,1179.59,0.53,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_dd1a8fe2,unet_denoise,2918908,3362115.30,3362115.30,3362116.74,3376059.85,1,6,0,491.84,1475,1.475,0.492,3654435238,365443523,6970.28,0.68,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_5a5dadc7,sampler,2918908,3376059.85,3376059.85,3376061.27,3377065.35,1,6,0,39.25,117,0.117,0.039,379092869,37909286,723.06,0.73,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_344ae842,unet_denoise,3333225,3370967.40,3370967.40,3370968.82,3379444.39,1,6,0,318.99,956,0.956,0.319,2998469745,299846974,5719.13,0.77,0.00,-1,-1,0.00
dag_55a945ddf14b4600,unet_denoise_e79964e1,unet_denoise,3337126,3356285.59,3356285.59,3356287.05,3379447.49,1,6,0,811.44,2434,2.434,0.811,2454440103,245444010,4681.47,0.51,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_2aebf49d,sampler,3333225,3379444.39,3379444.39,3379445.83,3380018.97,1,6,0,22.43,67,0.067,0.022,294946468,29494646,562.57,0.76,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,unet_denoise_1ed91175,unet_denoise,2987418,3347985.97,3347985.97,3347987.43,3380423.57,1,6,0,1113.52,3340,3.340,1.113,2994448707,299444870,5711.46,0.93,0.00,-1,-1,0.00
dag_55a945ddf14b4600,sampler_b28f92b1,sampler,3337126,3379447.49,3379447.49,3379448.95,3380841.97,1,6,0,55.14,165,0.165,0.055,431190240,43119024,822.43,0.47,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,sampler_a34a6fc3,sampler,2987418,3380423.57,3380423.57,3380425.03,3382491.71,1,6,0,81.59,244,0.244,0.081,496270052,49627005,946.56,0.69,0.00,-1,-1,0.00
dag_9ef39107773e41b2,lora_load_23d1c6e4,lora_load,3302797,3302797.00,3302797.00,3302798.44,3382775.71,1,6,0,2579.91,7739,7.739,2.580,871259854,87125985,1661.80,0.61,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,unet_denoise_7d4bbd30,unet_denoise,2888369,3360990.27,3360990.27,3360991.72,3383425.71,1,6,0,818.45,2455,2.455,0.818,4149645886,414964588,7914.82,0.54,0.00,-1,-1,0.00
dag_29eeca0af7fa478a,unet_denoise_08afd7a1,unet_denoise,2689366,3366156.80,3366156.80,3366158.24,3384407.18,1,6,0,682.22,2046,2.046,0.682,3518869184,351886918,6711.71,0.81,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,sampler_90e33f9d,sampler,2888369,3383425.71,3383425.71,3383427.13,3384815.54,1,6,0,54.49,163,0.163,0.054,734148477,73414847,1400.28,0.72,0.00,-1,-1,0.00
dag_29eeca0af7fa478a,sampler_e731077f,sampler,2689366,3384407.18,3384407.18,3384408.60,3385406.60,1,6,0,39.01,117,0.117,0.039,692129464,69212946,1320.13,0.41,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,unet_denoise_f7bf7e6a,unet_denoise,3299325,3359455.63,3359455.63,3359457.06,3386800.86,1,6,0,999.04,2997,2.997,0.999,3207427045,320742704,6117.68,0.62,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_1a6e8f55,unet_denoise,3333225,3380018.97,3380018.97,3380020.41,3387873.93,1,6,0,307.92,923,0.923,0.308,2135704921,213570492,4073.53,0.91,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,sampler_dcc7e8dc,sampler,3299325,3386800.86,3386800.86,3386802.28,3388279.06,1,6,0,57.71,173,0.173,0.058,507028537,50702853,967.08,0.65,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_cc6f2088,sampler,3333225,3387873.93,3387873.93,3387875.35,3388379.97,1,6,0,19.44,58,0.058,0.019,561178222,56117822,1070.36,0.92,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,unet_denoise_3d567dcd,unet_denoise,2731545,3369933.35,3369933.35,3369934.80,3389391.50,1,6,0,745.61,2236,2.236,0.745,2196905325,219690532,4190.26,0.65,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,sampler_7aec3ce5,sampler,2731545,3389391.50,3389391.50,3389392.95,3390882.10,1,6,0,58.53,175,0.175,0.058,533371068,53337106,1017.32,0.46,0.00,-1,-1,0.00
dag_3911e81cc6494e1b,unet_denoise_d1c76c2b,unet_denoise,3038860,3364913.20,3364913.20,3364914.64,3391130.58,1,6,0,989.96,2969,2.969,0.990,2731065458,273106545,5209.09,0.88,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_9935d060,unet_denoise,2918908,3377065.35,3377065.35,3377066.81,3391671.45,1,6,0,573.51,1720,1.720,0.573,2290142834,229014283,4368.10,0.40,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_7176db3c,sampler,2918908,3391671.45,3391671.45,3391672.90,3392692.96,1,6,0,40.01,120,0.120,0.040,549475347,54947534,1048.04,0.47,0.00,-1,-1,0.00
dag_3911e81cc6494e1b,sampler_ed1e6eb1,sampler,3038860,3391130.58,3391130.58,3391132.04,3393244.95,1,6,0,83.31,249,0.249,0.083,546122189,54612218,1041.65,0.56,0.00,-1,-1,0.00
dag_78905b1f79264566,unet_denoise_f96dedb6,unet_denoise,3047833,3370931.40,3370931.40,3370932.85,3394343.59,1,6,0,904.21,2712,2.712,0.904,2711289223,271128922,5171.37,0.66,0.00,-1,-1,0.00
dag_78905b1f79264566,sampler_a67c2e29,sampler,3047833,3394343.59,3394343.59,3394345.03,3395670.67,1,6,0,48.84,146,0.146,0.049,365687353,36568735,697.49,0.72,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_38211a75,unet_denoise,3333225,3388379.97,3388379.97,3388381.41,3396696.54,1,6,0,320.63,961,0.961,0.320,2411857113,241185711,4600.25,0.65,0.00,-1,-1,0.00
dag_67d4581953264497,unet_denoise_98f77df3,unet_denoise,2757096,3328394.48,3328394.48,3328395.92,3397203.00,1,6,0,2353.65,7060,7.060,2.353,2938739124,293873912,5605.20,0.70,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_45b093c9,sampler,3333225,3396696.54,3396696.54,3396697.99,3397339.64,1,6,0,23.62,70,0.070,0.023,376278148,37627814,717.69,0.46,0.00,-1,-1,0.00
dag_9ef39107773e41b2,vae_encode_b5316a1d,vae_encode,3302797,3382775.71,3382775.71,3382777.16,3397621.32,1,6,0,575.25,1725,1.725,0.575,905464970,90546497,1727.04,0.40,0.00,-1,-1,0.00
dag_29eeca0af7fa478a,unet_denoise_48eabf0a,unet_denoise,2689366,3385406.60,3385406.60,3385408.03,3401680.15,1,6,0,618.69,1856,1.856,0.619,1817420289,181742028,3466.45,0.68,0.00,-1,-1,0.00
dag_2ec756b8cf794498,unet_denoise_ed3163e6,unet_denoise,3022340,3372831.37,3372831.37,3372832.81,3402090.74,1,6,0,1120.54,3361,3.361,1.120,4314075306,431407530,8228.45,0.82,0.00,-1,-1,0.00
dag_67d4581953264497,sampler_220ad623,sampler,2757096,3397203.00,3397203.00,3397204.43,3402483.81,1,6,0,191.33,573,0.573,0.191,483975573,48397557,923.11,0.70,0.00,-1,-1,0.00
dag_29eeca0af7fa478a,sampler_42dc0272,sampler,2689366,3401680.15,3401680.15,3401681.61,3402880.83,1,6,0,42.54,127,0.127,0.042,284769243,28476924,543.15,0.42,0.00,-1,-1,0.00
dag_2ec756b8cf794498,sampler_fcf01427,sampler,3022340,3402090.74,3402090.74,3402092.18,3404217.31,1,6,0,74.39,223,0.223,0.074,400735820,40073582,764.34,0.73,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_59e4ede7,unet_denoise,2918908,3392692.96,3392692.96,3392694.38,3405348.55,1,6,0,461.83,1385,1.385,0.462,3374667067,337466706,6436.67,0.40,0.00,-1,-1,0.00
dag_55a945ddf14b4600,unet_denoise_1c5ed8cd,unet_denoise,3337126,3380841.97,3380841.97,3380843.43,3406064.64,1,6,0,952.49,2857,2.857,0.952,2185521682,218552168,4168.55,0.57,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_52e59adf,sampler,2918908,3405348.55,3405348.55,3405349.99,3406472.12,1,6,0,39.08,117,0.117,0.039,431598365,43159836,823.21,0.59,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_e577dd3c,unet_denoise,3333225,3397339.64,3397339.64,3397341.09,3407843.14,1,6,0,374.57,1123,1.123,0.374,4573575838,457357583,8723.40,0.82,0.00,-1,-1,0.00
dag_55a945ddf14b4600,sampler_ba46030a,sampler,3337126,3406064.64,3406064.64,3406066.07,3408034.70,1,6,0,68.84,206,0.206,0.069,467492635,46749263,891.67,0.66,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_738f65a1,sampler,3333225,3407843.14,3407843.14,3407844.59,3408404.73,1,6,0,20.19,60,0.060,0.020,688689313,68868931,1313.57,0.92,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,unet_denoise_e4eab79f,unet_denoise,2888369,3384815.54,3384815.54,3384816.99,3408414.72,1,6,0,878.47,2635,2.635,0.878,3246462126,324646212,6192.14,0.90,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,sampler_afd1a514,sampler,2888369,3408414.72,3408414.72,3408416.16,3410244.78,1,6,0,64.03,192,0.192,0.064,545865208,54586520,1041.16,0.42,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_e9165837,unet_denoise,3302797,3397621.32,3397621.32,3397622.75,3410811.89,1,6,0,468.25,1404,1.404,0.468,3529849517,352984951,6732.65,0.91,0.00,-1,-1,0.00
dag_74a8b7dfaf9543eb,vae_encode_6bcc6ef8,vae_encode,3394057,3394057.00,3394057.00,3394058.44,3411182.89,1,6,0,613.05,1839,1.839,0.613,965237267,96523726,1841.04,0.91,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,unet_denoise_0ea7899f,unet_denoise,2987418,3382491.71,3382491.71,3382493.14,3411643.39,1,6,0,1083.14,3249,3.249,1.083,4896607142,489660714,9339.54,0.86,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_607e8b35,sampler,3302797,3410811.89,3410811.89,3410813.32,3411727.44,1,6,0,31.80,95,0.095,0.032,470741197,47074119,897.87,0.52,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,unet_denoise_dc209d09,unet_denoise,2731545,3390882.10,3390882.10,3390883.54,3412003.51,1,6,0,766.61,2299,2.299,0.766,3060137991,306013799,5836.75,0.58,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,sampler_52435805,sampler,2731545,3412003.51,3412003.51,3412004.96,3413638.60,1,6,0,57.52,172,0.172,0.057,337784144,33778414,644.27,0.87,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,sampler_c6039020,sampler,2987418,3411643.39,3411643.39,3411644.84,3413947.12,1,6,0,81.16,243,0.243,0.081,546812999,54681299,1042.96,0.66,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_044df64a,unet_denoise,3333225,3408404.73,3408404.73,3408406.18,3417584.12,1,6,0,322.43,967,0.967,0.322,4036851873,403685187,7699.68,0.55,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_138de222,sampler,3333225,3417584.12,3417584.12,3417585.57,3418129.22,1,6,0,18.85,56,0.056,0.019,721913224,72191322,1376.94,0.44,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,unet_denoise_dc78134a,unet_denoise,3299325,3388279.06,3388279.06,3388280.50,3421095.16,1,6,0,1187.92,3563,3.563,1.188,3713723703,371372370,7083.37,0.47,0.00,-1,-1,0.00
dag_78905b1f79264566,unet_denoise_df8a19b1,unet_denoise,3047833,3395670.67,3395670.67,3395672.11,3421245.26,1,6,0,906.25,2718,2.718,0.906,4507813290,450781329,8597.97,0.73,0.00,-1,-1,0.00
dag_78905b1f79264566,sampler_ab09bd16,sampler,3047833,3421245.26,3421245.26,3421246.69,3423071.31,1,6,0,64.67,194,0.194,0.065,675191744,67519174,1287.83,0.74,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_14c76050,unet_denoise,2918908,3406472.12,3406472.12,3406473.56,3423101.33,1,6,0,584.28,1752,1.752,0.584,2543901995,254390199,4852.11,0.56,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,sampler_a665284b,sampler,3299325,3421095.16,3421095.16,3421096.61,3423238.85,1,6,0,76.33,228,0.228,0.076,484002593,48400259,923.16,0.55,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_0c876301,sampler,2918908,3423101.33,3423101.33,3423102.75,3423981.81,1,6,0,32.35,97,0.097,0.032,507816407,50781640,968.58,0.53,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_8e3dd844,unet_denoise,3302797,3411727.44,3411727.44,3411728.88,3426143.89,1,6,0,512.62,1537,1.537,0.512,3626607745,362660774,6917.21,0.78,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_4b55967d,unet_denoise,3333225,3418129.22,3418129.22,3418130.65,3426261.94,1,6,0,291.78,875,0.875,0.292,2523787564,252378756,4813.74,0.56,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_e72ce3d0,sampler,3333225,3426261.94,3426261.94,3426263.38,3426747.01,1,6,0,17.75,53,0.053,0.018,459011578,45901157,875.50,0.68,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_5616b2e8,sampler,3302797,3426143.89,3426143.89,3426145.32,3427008.51,1,6,0,31.85,95,0.095,0.032,609579427,60957942,1162.68,0.66,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,unet_denoise_e3fadc6f,unet_denoise,2888369,3410244.78,3410244.78,3410246.21,3430725.45,1,6,0,740.19,2220,2.220,0.740,3868610663,386861066,7378.79,0.67,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,sampler_7d452f45,sampler,2888369,3430725.45,3430725.45,3430726.90,3432143.09,1,6,0,55.86,167,0.167,0.056,925169661,92516966,1764.62,0.68,0.00,-1,-1,0.00
dag_29eeca0af7fa478a,vae_decode_7d5b207e,vae_decode,2689366,3402880.83,3402880.83,3402882.28,3433341.09,1,6,0,1101.41,3304,3.304,1.101,1131779107,113177910,2158.70,0.78,0.00,-1,-1,0.00
dag_55a945ddf14b4600,unet_denoise_d23ddaad,unet_denoise,3337126,3408034.70,3408034.70,3408036.14,3433629.07,1,6,0,932.05,2796,2.796,0.932,5468423130,546842313,10430.19,0.43,0.00,-1,-1,0.00
dag_2ec756b8cf794498,unet_denoise_cf28e24a,unet_denoise,3022340,3404217.31,3404217.31,3404218.74,3433834.65,1,6,0,1074.66,3223,3.223,1.074,3193717261,319371726,6091.53,0.84,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_c97fbe95,unet_denoise,3333225,3426747.01,3426747.01,3426748.46,3434387.22,1,6,0,299.35,898,0.898,0.299,3996085861,399608586,7621.93,0.56,0.00,-1,-1,0.00
dag_55a945ddf14b4600,sampler_6b33f3fc,sampler,3337126,3433629.07,3433629.07,3433630.52,3434791.79,1,6,0,48.91,146,0.146,0.049,505720806,50572080,964.59,0.41,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_bb34d7e9,sampler,3333225,3434387.22,3434387.22,3434388.65,3434831.76,1,6,0,18.45,55,0.055,0.018,449955688,44995568,858.22,0.92,0.00,-1,-1,0.00
dag_2ec756b8cf794498,sampler_76d2e6ba,sampler,3022340,3433834.65,3433834.65,3433836.06,3435622.75,1,6,0,74.27,222,0.222,0.074,679368467,67936846,1295.79,0.89,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,unet_denoise_daf8621e,unet_denoise,2731545,3413638.60,3413638.60,3413640.05,3436040.34,1,6,0,836.59,2509,2.509,0.836,2364306240,236430624,4509.56,0.90,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,sampler_c722f6bd,sampler,2731545,3436040.34,3436040.34,3436041.78,3437269.42,1,6,0,50.67,152,0.152,0.051,722530211,72253021,1378.12,0.81,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_cb9de131,unet_denoise,2918908,3423981.81,3423981.81,3423983.26,3437668.84,1,6,0,538.62,1615,1.615,0.538,2452590583,245259058,4677.95,0.84,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_5b249bfe,sampler,2918908,3437668.84,3437668.84,3437670.29,3438617.92,1,6,0,39.01,117,0.117,0.039,392757426,39275742,749.13,0.83,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_8ee5e06c,unet_denoise,3302797,3427008.51,3427008.51,3427009.96,3440352.45,1,6,0,538.60,1615,1.615,0.538,2060600559,206060055,3930.28,0.53,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_13e9d1ce,sampler,3302797,3440352.45,3440352.45,3440353.88,3441237.50,1,6,0,36.49,109,0.109,0.036,558666416,55866641,1065.57,0.57,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_3e9fd175,unet_denoise,3333225,3434831.76,3434831.76,3434833.21,3441338.87,1,6,0,271.25,813,0.813,0.271,3687163511,368716351,7032.71,0.91,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_668dbb15,sampler,3333225,3441338.87,3441338.87,3441340.32,3441828.62,1,6,0,20.30,60,0.060,0.020,449870344,44987034,858.06,0.88,0.00,-1,-1,0.00
dag_78905b1f79264566,unet_denoise_0284abd2,unet_denoise,3047833,3423071.31,3423071.31,3423072.75,3442688.84,1,6,0,781.41,2344,2.344,0.781,2815715728,281571572,5370.55,0.92,0.00,-1,-1,0.00
dag_78905b1f79264566,sampler_3e8eb397,sampler,3047833,3442688.84,3442688.84,3442690.27,3444165.89,1,6,0,61.25,183,0.183,0.061,542819843,54281984,1035.35,0.85,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,unet_denoise_324ad9c6,unet_denoise,2987418,3413947.12,3413947.12,3413948.56,3447317.40,1,6,0,1295.43,3886,3.886,1.295,4466423311,446642331,8519.03,0.75,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,sampler_b451faa4,sampler,2987418,3447317.40,3447317.40,3447318.86,3449328.52,1,6,0,83.93,251,0.251,0.084,633803183,63380318,1208.88,0.88,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_933c0e92,unet_denoise,3333225,3441828.62,3441828.62,3441830.07,3449657.01,1,6,0,326.29,978,0.978,0.326,3809275440,380927544,7265.62,0.58,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,unet_denoise_f9df9685,unet_denoise,2888369,3432143.09,3432143.09,3432144.54,3449740.12,1,6,0,730.63,2191,2.191,0.730,1826901942,182690194,3484.54,0.44,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_f65d2dbe,sampler,3333225,3449657.01,3449657.01,3449658.46,3450161.62,1,6,0,21.21,63,0.063,0.021,478153624,47815362,912.01,0.58,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,unet_denoise_0d035e29,unet_denoise,3299325,3423238.85,3423238.85,3423240.29,3450743.60,1,6,0,1111.31,3333,3.333,1.111,4421702721,442170272,8433.73,0.48,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,sampler_81eef421,sampler,2888369,3449740.12,3449740.12,3449741.56,3450905.19,1,6,0,48.25,144,0.144,0.048,649356707,64935670,1238.55,0.85,0.00,-1,-1,0.00
dag_3e0ab102011f4649,lora_load_4c1647ac,lora_load,3332764,3332764.00,3332764.00,3332765.45,3450989.01,1,6,0,4255.53,12766,12.766,4.255,1056343336,105634333,2014.82,0.77,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_0d10a636,unet_denoise,2918908,3438617.92,3438617.92,3438619.35,3450998.98,1,6,0,515.56,1546,1.546,0.515,3971327843,397132784,7574.71,0.50,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_b1e11ca3,sampler,2918908,3450998.98,3450998.98,3451000.43,3451860.08,1,6,0,35.50,106,0.106,0.035,402976098,40297609,768.62,0.50,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,sampler_5781c5bf,sampler,3299325,3450743.60,3450743.60,3450745.03,3452322.05,1,6,0,65.88,197,0.197,0.066,621180968,62118096,1184.81,0.42,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_844e7956,unet_denoise,3302797,3441237.50,3441237.50,3441238.95,3454702.18,1,6,0,561.34,1684,1.684,0.561,5072293716,507229371,9674.63,0.45,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_5dffcad2,sampler,3302797,3454702.18,3454702.18,3454703.64,3455616.61,1,6,0,38.35,115,0.115,0.038,443390151,44339015,845.70,0.72,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_d0ba58e5,unet_denoise,3333225,3450161.62,3450161.62,3450163.06,3457023.66,1,6,0,286.28,858,0.858,0.286,3637933179,363793317,6938.81,0.74,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_d0409242,sampler,3333225,3457023.66,3457023.66,3457025.09,3457556.72,1,6,0,21.77,65,0.065,0.022,521367311,52136731,994.43,0.61,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,unet_denoise_7636e879,unet_denoise,2731545,3437269.42,3437269.42,3437270.87,3458707.68,1,6,0,894.31,2682,2.682,0.894,3890803434,389080343,7421.12,0.81,0.00,-1,-1,0.00
dag_55a945ddf14b4600,unet_denoise_f38a912a,unet_denoise,3337126,3434791.79,3434791.79,3434793.25,3458976.53,1,6,0,1008.85,3026,3.026,1.009,3439230459,343923045,6559.81,0.53,0.00,-1,-1,0.00
dag_375b8fc91f5e4d99,sampler_dc357660,sampler,2731545,3458707.68,3458707.68,3458709.12,3460161.01,1,6,0,60.65,181,0.181,0.060,371591509,37159150,708.75,0.66,0.00,-1,-1,0.00
dag_55a945ddf14b4600,sampler_9bda0036,sampler,3337126,3458976.53,3458976.53,3458977.96,3460341.59,1,6,0,56.47,169,0.169,0.056,446598865,44659886,851.82,0.87,0.00,-1,-1,0.00
dag_3e0ab102011f4649,vae_encode_9bc2bb60,vae_encode,3332764,3450989.01,3450989.01,3450990.45,3461474.58,1,6,0,437.33,1311,1.311,0.437,998361786,99836178,1904.22,0.67,0.00,-1,-1,0.00
dag_2ec756b8cf794498,unet_denoise_ce065740,unet_denoise,3022340,3435622.75,3435622.75,3435624.18,3462955.67,1,6,0,1139.40,3418,3.418,1.139,4313364921,431336492,8227.09,0.54,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_e4b17654,unet_denoise,3333225,3457556.72,3457556.72,3457558.17,3464984.24,1,6,0,309.71,929,0.929,0.310,2556988039,255698803,4877.07,0.59,0.00,-1,-1,0.00
dag_2ec756b8cf794498,sampler_7a53a037,sampler,3022340,3462955.67,3462955.67,3462957.09,3465378.20,1,6,0,100.76,302,0.302,0.101,568942241,56894224,1085.17,0.90,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_3c332c62,sampler,3333225,3464984.24,3464984.24,3464985.69,3465549.34,1,6,0,23.25,69,0.069,0.023,521908992,52190899,995.46,0.79,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_41d00113,unet_denoise,3302797,3455616.61,3455616.61,3455618.05,3465613.69,1,6,0,416.00,1248,1.248,0.416,3276377625,327637762,6249.19,0.42,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_f0e12d30,sampler,3302797,3465613.69,3465613.69,3465615.13,3466410.78,1,6,0,32.90,98,0.098,0.033,328854891,32885489,627.24,0.55,0.00,-1,-1,0.00
dag_b554feefda2a455c,unet_denoise_ff1c35e2,unet_denoise,2918908,3451860.08,3451860.08,3451861.53,3467365.38,1,6,0,646.04,1938,1.938,0.646,3076512994,307651299,5867.98,0.54,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,unet_denoise_67f8df2a,unet_denoise,2888369,3450905.19,3450905.19,3450906.62,3468268.86,1,6,0,723.80,2171,2.171,0.724,2392642382,239264238,4563.60,0.91,0.00,-1,-1,0.00
dag_b554feefda2a455c,sampler_1dd8bc87,sampler,2918908,3467365.38,3467365.38,3467366.84,3468288.89,1,6,0,38.89,116,0.116,0.039,443650508,44365050,846.20,0.66,0.00,-1,-1,0.00
dag_78905b1f79264566,unet_denoise_b7093415,unet_denoise,3047833,3444165.89,3444165.89,3444167.35,3468913.89,1,6,0,1032.27,3096,3.096,1.032,3504678274,350467827,6684.64,0.62,0.00,-1,-1,0.00
dag_7a354f2aafeb4af8,sampler_46465b3a,sampler,2888369,3468268.86,3468268.86,3468270.29,3469458.37,1,6,0,49.42,148,0.148,0.049,292698091,29269809,558.28,0.46,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,unet_denoise_4a6d76e3,unet_denoise,2987418,3449328.52,3449328.52,3449329.97,3470003.44,1,6,0,862.56,2587,2.587,0.862,2471251420,247125142,4713.54,0.88,0.00,-1,-1,0.00
dag_78905b1f79264566,sampler_54854ad5,sampler,3047833,3468913.89,3468913.89,3468915.34,3470165.00,1,6,0,52.18,156,0.156,0.052,380828222,38082822,726.37,0.48,0.00,-1,-1,0.00
dag_ed37522ac3db4a3f,sampler_4f4fc603,sampler,2987418,3470003.44,3470003.44,3470004.88,3472057.48,1,6,0,85.62,256,0.256,0.085,778509388,77850938,1484.89,0.88,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_7f75f5d6,unet_denoise,3333225,3465549.34,3465549.34,3465550.79,3472096.45,1,6,0,272.98,818,0.818,0.273,2840022260,284002226,5416.91,0.75,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_89d59383,sampler,3333225,3472096.45,3472096.45,3472097.90,3472587.56,1,6,0,20.61,61,0.061,0.020,490733479,49073347,936.00,0.58,0.00,-1,-1,0.00
dag_8152e17e6cd344e4,unet_denoise_bbb7df34,unet_denoise,3299325,3452322.05,3452322.05,3452323.48,3478539.53,1,6,0,1080.00,3240,3.240,1.080,2407104866,240710486,4591.19,0.40,0.00,-1,-1,0.00
dag_9ef39107773e41b2,unet_denoise_d2a87cf3,unet_denoise,3302797,3466410.78,3466410.78,3466412.24,3479281.12,1,6,0,522.09,1566,1.566,0.522,2457587408,245758740,4687.48,0.41,0.00,-1,-1,0.00
dag_1b22df3509344741,unet_denoise_5bb0b5dc,unet_denoise,3333225,3472587.56,3472587.56,3472589.00,3480007.15,1,6,0,292.97,878,0.878,0.293,3219156852,321915685,6140.05,0.46,0.00,-1,-1,0.00
dag_67d4581953264497,unet_denoise_51593105,unet_denoise,2757096,3402483.81,3402483.81,3402485.25,3480020.20,1,6,0,3044.73,9134,9.134,3.045,4665282494,466528249,8898.32,0.46,0.00,-1,-1,0.00
dag_9ef39107773e41b2,sampler_61153e09,sampler,3302797,3479281.12,3479281.12,3479282.55,3480175.19,1,6,0,34.82,104,0.104,0.035,480827530,48082753,917.11,0.60,0.00,-1,-1,0.00
dag_1b22df3509344741,sampler_9e061ab8,sampler,3333225,3480007.15,3480007.15,3480008.57,3480472.17,1,6,0,18.24,54,0.054,0.018,542777936,54277793,1035.27,0.73,0.00,-1,-1,0.00
